business_name,author_name,text,photo,rating,rating_category,location,irrelevant,spam,advertisement,rant,quality_score
Nazar Cafe,Serdar Sariguney,the best place to eat local food in mu la master fikret s food is excellent you should definitely stop by here,dataset/indoor_atmosphere/nazar_cafe_serdar_sariguney.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nazar Cafe,Burhan Kilic,i went with my friends their milk desserts were very good,dataset/taste/nazar_cafe_burhan_kilic.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Ali Arslan,the cheddar pastry was very bad compared to the past it has reached the level of a normal patisserie it used to be better,dataset/outdoor_atmosphere/nazar_cafe_ali_arslan.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Berkay Tasdeviren,we went to eat dessert as a family and we were satisfied it was a bit crowded,dataset/outdoor_atmosphere/nazar_cafe_berkay_tasdeviren.png,4,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nazar Cafe,Nalan Kavskli,it s cold and extremely bad the price of the food is way above its quality liras for meatballs minutes or more waiting time i definitely don t recommend it,dataset/taste/nazar_cafe_nalan_kavskli.png,1,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Alper Kultufan,very good quality and expensive also always crowded,dataset/outdoor_atmosphere/nazar_cafe_alper_kultufan.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Kadir Turkoglu,good,dataset/menu/nazar_cafe_kadir_turkoglu.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Visam Gultekin,everything you eat is very fresh and delicious the back of the place is in the concept of a restaurant and the nd floor is in the concept of a cafe we liked it very much,dataset/indoor_atmosphere/nazar_cafe_visam_gultekin.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nazar Cafe,Sevgi Taran,i ate awesome pasta i recommend to you,dataset/taste/nazar_cafe_sevgi_taran.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nazar Cafe,Gokce Sosyal,recommend,dataset/indoor_atmosphere/nazar_cafe_gokce_sosyal.png,4,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Dogukan Kuyucak,it can be preferred for breakfast the salt of the flakes was a little lacking so it affects the taste but it was not a problem,dataset/outdoor_atmosphere/alsancak_firin_dogukan_kuyucak.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Levent Karacaoglu,bagel crispy is tasteless the outer crust is hard and the tea is tasteless due to its water boiled egg craved but i gave up because it was peeled,dataset/menu/alsancak_firin_levent_karacaoglu.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Cenker Goncu,prices are very affordable boyoz is fresh and nice finding breakfast items such as olives cheese and honey in addition to boyoz also adds to the beauty,dataset/taste/alsancak_firin_cenker_goncu.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Tugce Tas,the most beautiful boyoz is clear here those who claim otherwise should reconsider their taste i have never eaten such good boyoz in my life,dataset/indoor_atmosphere/alsancak_firin_tugce_tas.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Osman Koral,i like it a lot prices are reasonable many varieties of boyoz available,dataset/outdoor_atmosphere/alsancak_firin_osman_koral.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Murat Turan,in terms of taste minced meat and pastrami were very good tahini was medium olive was good too,dataset/taste/alsancak_firin_murat_turan.png,3,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Emre Sener,the boyoz with mozzarella was legendary the salt taste coming from the back really makes the boyoz delicious,dataset/menu/alsancak_firin_emre_sener.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Zeynep Tekin,it s a very cute oven it opens early in the morning boyozes are very delicious i loved the one with mozzarella,dataset/indoor_atmosphere/alsancak_firin_zeynep_tekin.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Alsancak Firin,Ozge Askiner,i ate boyoz for the first time for me i guess i wouldn t eat it again frankly it s not a taste that i will look for and miss,dataset/outdoor_atmosphere/alsancak_firin_ozge_askiner.png,2,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Alsancak Firin,Safa Oz,i ate a variety of boyoz for the first time and i liked it very much the service is fast and the atmosphere is friendly if you come to izmir do not pass by here,dataset/menu/alsancak_firin_safa_oz.png,5,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Alsancak Firin,Elif Gursoy,i came with recommendation and it really tasted good it doesn t have a very different taste so i don t think you will have a problem whether it fits your palate or not,dataset/taste/alsancak_firin_elif_gursoy.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Nilufer Karatas,it was the best sushico restaurant i ve experienced sushi was perfect and delicious,dataset/indoor_atmosphere/sushico_nilufer_karatas.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sushico,Cansel Elcin,first of all our orders came very quickly edamame came without salt which we liked a lot you can add your own we ordered tuna and salmon as sashimi i couldn t eat good sashimi in istanbul for a long time unfortunately this place did not pass the exam,dataset/taste/sushico_cansel_elcin.png,3,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Sercan Kuzu,great atmosphere,dataset/outdoor_atmosphere/sushico_sercan_kuzu.png,5,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Seckin Yogurtcu,service was good transportation was easy prices are above average for those who don t like the taste of raw fish i recommend roles instead of nigiri,dataset/menu/sushico_seckin_yogurtcu.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Noah Ksante,the food is fresh delicious and the atmosphere is quality as always,dataset/indoor_atmosphere/sushico_noah_ksante.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sushico,Baran Serin,pretty good sushi attentive friendly service,dataset/outdoor_atmosphere/sushico_baran_serin.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sushico,Hikmet Beral,liked,dataset/taste/sushico_hikmet_beral.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Nesrin Ergun,the flavors were good in general the prices were a bit high,dataset/menu/sushico_nesrin_ergun.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Fattuma Ramesy,it didn t suit my taste but my wife loved it the place was beautiful,dataset/taste/sushico_fattuma_ramesy.png,3,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Fethi Tekyaygil,started off well with nice duck sushi and prawn gyoza but was given wrong meat in pad thai so sent it back no apologies ordered spring rolls they never came,dataset/indoor_atmosphere/sushico_fethi_tekyaygil.png,1,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Sushico,Alaa Makkawi,very clean restaurant tasty suchi and noodles,dataset/indoor_atmosphere/sushico_alaa_makkawi.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Esin Buyukkurkcu,we ordered sole fish fried haddock fried mussels and sardines our favorite among them was sole fish the only thing that bothered me was that the men s and women s toilets were a common and single toilet,dataset/outdoor_atmosphere/sardalye_esin_buyukkurkcu.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Sardalye,Efecan Kobo,the taste really lives up to expectations it is a business that maintains frying fish which is essentially a fast food in accordance with its craft i liked,dataset/taste/sardalye_efecan_kobo.png,4,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Faruk Miri,delicious,dataset/indoor_atmosphere/sardalye_faruk_miri.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Hulya Tokgoz,very cheap against portions,dataset/menu/sardalye_hulya_tokgoz.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sardalye,Mert Kiziloz,our back hurt while eating the place was clean,dataset/indoor_atmosphere/sardalye_mert_sardalye.png,2,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Mehmet Gozutok,fish and bread are delicious but the place has gone back every year cleanliness and hygiene are almost non existent employees are weary and reluctant,dataset/outdoor_atmosphere/sardalye_mehmet_gozutok.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Irmak Yuzbasioglu,i think they cook very fast and delicious fish and they have very sweet employees i definitely recommend them i also strongly recommend the pickle juice and sole fish,dataset/taste/sardalye_irmak_yuzbasioglu.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sardalye,Theodora Delibasoglu,prices are a little bit high,dataset/menu/sardalye_theodora_delibasoglu.png,3,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Sardalye,Furkan Ciftci,we ate our meal on the top floor the location of the place was beautiful the flavors and portions were good i suggest you to eat fish bread,dataset/indoor_atmosphere/sardalye_furkan_ciftci.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Sardalye,Guney Gecer,i went to there with my girl friend i liked fishes but she did not like because fishes are a little bit oily,dataset/taste/sardalye_guney_gecer.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Sardalye,Enes Ozturk,portions are huge sardines are delicious fish is very oily so you have to eat bread therefore the best choice is between bread,dataset/outdoor_atmosphere/sardalye_enes_ozturk.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Recep Rehber,there are only kumru and kumpir options the kumru is not bad it needs a little more oil i can t say it s very tasty the place is beautiful in terms of location but there is a crowd so the staff cannot keep up,dataset/indoor_atmosphere/kumrucu_omur_recep_rehber.png,2,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Elif Birlik,the material of the kumru is medium quality the portion is small we were persons all three of us had burnt bread,dataset/outdoor_atmosphere/kumrucu_omur_elif_birlik.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Ece Yucel,excellent i recommend,dataset/taste/kumrucu_omur_ece_yucel.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Ali Marangozoglu,i ate the best dove i ve ever eaten here everyone should come,dataset/menu/kumrucu_omur_ali_marangozoglu.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Muhittin Keskin,crowded but no problem flavor is okay,dataset/outdoor_atmosphere/kumrucu_omur_muhittin_keskin.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Birkan Fayin,kumpir is delicious super kumru is really good compared to other places we can say that the prices are reasonable and the service quality is high quality materials used,dataset/outdoor_atmosphere/kumrucu_omur_birkan_fayin.png,5,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Efe Eryurt,i m really surprised it s a huge business but the staff is so indifferent and bored,dataset/taste/kumrucu_omur_efe_eryurt.png,2,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Cagatay Avci,beautiful place in a perfect location clean and equipped with quality these definitely deserve a star but as someone who loves dove and has experienced it in every corner of izmir al at bostanl nciralt e me etc this dove is not the only thing that can be said,dataset/indoor_atmosphere/kumrucu_omur_cagatay_avci.png,4,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Ozgur Bilgili,food came a little late but that was okay prices were as you can see in the photo it wasn t a bad experience,dataset/menu/kumrucu_omur_ozgur_bilgili.png,3,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Kumrucu Omur,Cigdem Kiziloren,i can recommend it to those who want to eat a delicious dove in a beautiful place kumru s price is,dataset/indoor_atmosphere/kumrucu_omur_cigdem_kiziloren.png,4,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kumrucu Omur,Yasemin Yilmaz,definitely texts the dove s book the kumpir they ordered was also excellent,dataset/taste/kumrucu_omur_yasemin_yilmaz.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Kemal Hakat,bread was a bit stale and no problem except taking the order late and waiting meatballs are delicious as always,dataset/taste/kofteci_yusuf_kemal_hakat.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Ali Bedir,the order came fast i loved the doner and chicken it was well cooked but orders came late,dataset/outdoor_atmosphere/kofteci_yusuf_ali_bedir.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Mirza Kapi,the place was really dirty and the orders came late,dataset/indoor_atmosphere/kofteci_yusuf_mirza_kapi.png,3,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Kofteci Yusuf,Furkan Cam,great service,dataset/menu/kofteci_yusuf_furkan_cam.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Ayse Koylu,the fact that all the employees were women made me very happy the tastes were good,dataset/taste/kofteci_yusuf_ayse_koylu.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Damla Akpinar,their service was a little slow the flavors were on point i had breakfast there was unlimited tea it was a different situation that they brought the tea in a water glass,dataset/outdoor_atmosphere/kofteci_yusuf_damla_akpinar.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Betul Artis,great service attention and relevance it was nice everything was perfect,dataset/indoor_atmosphere/kofteci_yusuf_betul_artis.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Sibel Bilik,its meatballs are beautiful so is soup and salad too,dataset/taste/kofteci_yusuf_sibel_bilik.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Kofteci Yusuf,Ercan Ozdemir,the meat had a fabricated taste,dataset/menu/kofteci_yusuf_ercan_ozdemir.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Yusuf Celebi,kofteci yusuf tastes the same everywhere employees are constantly running towards somewhere it is very difficult to catch and order,dataset/indoor_atmosphere/kofteci_yusuf_yusuf_celebi.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Kofteci Yusuf,Nurullah Cinar,we told the staff a very modest breakfast plate there is unlimited tea and the breakfast was really good there was everything up to kinds of cheese and it only cost liras,dataset/taste/kofteci_yusuf_nurullah_cinar.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Bogazkoy Restaurant,Gokce Mazicioglu,nice atmosphere pleasant place the employees are young smiling and fast the breakfast is very nice souffles are a ma zing,dataset/outdoor_atmosphere/bogazkoy_restaurant_gokce_mazicioglu.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Bogazkoy Restaurant,Metin Kurt,they do sushi every thursday and i missed so it was a little sad to miss it other than that the food was good,dataset/menu/bogazkoy_restaurant_metin_kurt.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Kadir Yurtlu,definitely the best souffl i ve had in a long time i am satisfied i recommend,dataset/taste/bogazkoy_restaurant_kadir_yurtlu.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Nafican Tatlici,asian salmon pastas and salad varieties are very successful they have not neglected to share the secret of their taste,dataset/indoor_atmosphere/bogazkoy_restaurant_nafican_tatlici.png,4,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Mehmet Karahanli,not bad,dataset/outdoor_atmosphere/bogazkoy_restaurant_mehmet_karahanli.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Zeynep Hulusi,souffle heaven has a wonderful variety of flavors i highly recommend it,dataset/indoor_atmosphere/bogazkoy_restaurant_zeynep_hulusi.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Zafer Nahhas,the waiters were understanding but the food came cold and late,dataset/indoor_atmosphere/bogazkoy_restaurant_zafer_nahhas.png,3,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Bogazkoy Restaurant,Yusuf Arslan,i tried antep taco i liked,dataset/menu/bogazkoy_restaurant_yusuf_arslan.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Cemil Erdogan,the prices are the same as the market but the staff and service quality are better than others their special tastes are definitely recommended,dataset/taste/bogazkoy_restaurant_cemil_erdogan.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Zeliha Gul,not very special gaziantep dishes but you can find a comfortable and serene atmosphere in antep one of the places that can be stylish for the evening,dataset/indoor_atmosphere/bogazkoy_restaurant_zeliha_gul.png,3,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Bogazkoy Restaurant,Feyza Topal,taco on the other hand was no different than a vegetable wrap wrapped in lavash it was a decent experience,dataset/menu/bogazkoy_restaurant_feyza_topal.png,1,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Akin Hoca,the staff is very fast the waffles are great i definitely recommend it,dataset/menu/nesh_akin_hoca.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Fatma Bolat,the waffle was very successful especially the dough was very delicious the ice cream they use with such a nice waffle is of very poor quality the only negative thing is that the employees are constantly checking to see if the food is finished,dataset/taste/nesh_fatma_bolak.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Mustafa Ay,although they are actually a place that makes waffles their burgers are delicious and they have a lot of options,dataset/indoor_atmosphere/nesh_mustafa_ay.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nesh,Kaya Dagli,it had very good service it was also nice to have a lot of choices in waffles,dataset/outdoor_atmosphere/nesh_kaya_dagli.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nesh,Kumsal Maral,you can add the product you want to the waffle or hamburger with your own choice you re kind of the chief,dataset/taste/nesh_kumsal_maral.png,3,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Leyla Bayindir,waffles were delicious and their tea was fresh it wasn t insane for the price i m thinking of coming again,dataset/indoor_atmosphere/nesh_leyla_bayindir.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Melisa Isbilir,everything was very good the waffles were very tasty the employees were very concerned and smiling it is recommended,dataset/menu/nesh_melisa_isbilir.png,5,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Metehan Ak,it s a great place with everything it s a very good place whether it s about food or interest it s a very nice place for waffles,dataset/outdoor_atmosphere/nesh_metehan_ak.png,4,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nesh,Ahmey Kaya,i can say that it is the only cafe in samsun where you can eat waffle dessert properly you can go without thinking,dataset/indoor_atmosphere/nesh_ahmet_kaya.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Nesh,Ece Dincer,good waffles we liked it,dataset/taste/nesh_ece_dincer.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Nesh,Derya Al,i ate better waffle s in past,dataset/outdoor_atmosphere/nesh_derya_al.png,2,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Hilal Kaya,it was the most delicious adana kebab i ate in alanya the prices were also normal the only thing missing was the salad,dataset/taste/flash_hilal_kaya.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Resul Diri,renovated is pretty good there is nothing to say about the food and the soups especially the lahmacun was perfect,dataset/indoor_atmosphere/flash_resul_diri.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Flash,Behcet Cengiz,don t accidentally break a glass or plate they add lira to your account unannounced,dataset/menu/flash_behcet_cengiz.png,1,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Sinem Acem,location of the restourant was good easy to access,dataset/outdoor_atmosphere/flash_sinem_acem.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Mert Alyuz,everything is very good thank you for your efforts the meats and dishes in the newly added a la carte menus are legendary i definitely recommend it,dataset/outdoor_atmosphere/flash_mert_alyuz.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Flash,Ziya Bakir,smiling employees,dataset/indoor_atmosphere/flash_ziya_bakir.png,5,indoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Grigory Laputin,good place to eat however the staff work poorly they can easily forget to bring some dishes or add seasonings even though they previously admitted to the contrary,dataset/taste/flash_grigory_laputin.png,3,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Flash,Selin Siyah,not the best but not bad,dataset/outdoor_atmosphere/flash_selin_siyah.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Adem Kirsi,quite unpolite service but the meal was good the salad with the vinegar was extremely good,dataset/indoor_atmosphere/flash_adem_kirsi.png,3,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Flash,Khaled Srin,everything was great definitely coming back when i m in alanya again,dataset/taste/flash_khaled_srin.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Flash,Konstantin Osipov,we came here with my family staff was very friendly responsive and professional our order was delivered very quickly the restaurant serve turkish cuisine one of the best in alanya recommended,dataset/indoor_atmosphere/flash_konstantin_osipov.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Metanet Lokantasi,Adem Anik,i drank beyran soup the taste of the soup was not bad the lahmacun was good,dataset/menu/metanet_lokantasi_adem_anik.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Metanet Lokantasi,Emre Aksoy,beyran is really delicious the service is fast friendly and warm waiters,dataset/indoor_atmosphere/metanet_lokantasi_emre_aksoy.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Metanet Lokantasi,Batuhan Tuna,we came to drink beyran soup for breakfast we really liked the taste the accompanying breads were delicious,dataset/taste/metanet_lokantasi_batuhan_tuna.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Metanet Lokantasi,Ramazan Meral,i had eaten beyran in a few places but i didn t like it very much i drank here and liked it i can drink it every day,dataset/outdoor_atmosphere/metanet_lokantasi_ramazan_meral.png,4,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Metanet Lokantasi,Bilal Duzenli,we went for beyran but it didn t in menu today we had to order lahmacun and kebab the lahmacun is awful the adana kebab and lamb shish kebab are delicious,dataset/indoor_atmosphere/metanet_lokantasi_bilal_duzenli.png,3,indoor_atmosphere,restaurant,1.0,0.0,0.0,1.0,0.5
Metanet Lokantasi,Volkan Savas,i ate katmer here for the first time and i couldn t forget its taste and smell it may be the most beautiful dessert in the world,dataset/taste/metanet_lokantasi_volkan_savas.png,5,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Metanet Lokantasi,Meyra Taha,we ate beyran we preferred less spicy the price is tl the place is clean the service is fast,dataset/outdoor_atmosphere/metanet_lokantasi_meyra_taha.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Metanet Lokantasi,Meral Dirgen,lahmacun was terrible,dataset/indoor_atmosphere/metanet_lokantasi_meral_dirgen.png,1,indoor_atmosphere,restaurant,1.0,0.0,0.0,1.0,0.5
Metanet Lokantasi,Ulucan Kaymak,we tried lahmacun and beyran they were beautiful thank you,dataset/taste/metanet_lokantasi_ulucan_kaymak.png,4,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Metanet Lokantasi,Cagri Ural,i m ending my vacation by leaving my favorite food here,dataset/outdoor_atmosphere/metanet_lokantasi_cagri_ural.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Metanet Lokantasi,Serkan Bozkurt,we had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of metanet s beyran at first we had a bit of a prejudice to be honest about the intense aroma of meat or fat but it s not like that at all beyrani is so delicious and balanced that we can eat it at any time of the day morning noon and evening,dataset/outdoor_atmosphere/metanet_lokantasi_serkan_bozkurt.png,5,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Midpoint,Murat Dilek,a very nice place five stars as the location if it is the flavor you are looking for you may not find the exact flavor that you want,dataset/indoor_atmosphere/midpoint_murat_dilek.png,3,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Caner Begun,everything is fine but i have to deduct point because of the prices there is no problem in taste presentation and cleanliness,dataset/taste/midpoint_caner_begun.png,4,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Mehmet Gunes,they used to taste better the chef must have changed,dataset/outdoor_atmosphere/midpoint_mehmet_gunes.png,3,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Selim Kirca,great services,dataset/menu/midpoint_selim_kirca.png,5,menu,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Merve Yildirim,in terms of price performance i think it is quite reasonable employees were also very kind thank you i was very satisfied with the spicy sweet sauce chicken i ate only the fries on the side were too simple in my opinion,dataset/indoor_atmosphere/midpoint_merve_yildirim.png,4,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Merve Kadirli,breakfast in the morning is usually very crowded on weekends service may be delayed meals wasn t bad,dataset/taste/midpoint_merve_kadirli.png,2,taste,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Cevat Suzen,compared to other places it was more airy and calm by the sea thanks,dataset/outdoor_atmosphere/midpoint_cevat_suzen.png,3,outdoor_atmosphere,restaurant,1.0,0.0,0.0,0.0,0.75
Midpoint,Muhammed Timur,great ambiance delicious dishes,dataset/indoor_atmosphere/midpoint_muhammed_timur.png,5,indoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Tunc Tuncer,due to the crowd my order came late there is no problem other than that,dataset/menu/midpoint_tunc_tuncer.png,4,menu,restaurant,1.0,0.0,0.0,0.0,0.75
Midpoint,Kadir Alkan,the food is delicious the view is beautiful,dataset/outdoor_atmosphere/midpoint_kadir_alkan.png,5,outdoor_atmosphere,restaurant,0.0,0.0,0.0,0.0,1.0
Midpoint,Ceren Cakir,i went on the recommendation of my friend everything at breakfast was delicious only the butter had a peculiar smell,dataset/taste/midpoint_ceren_cakir.png,5,taste,restaurant,1.0,0.0,0.0,0.0,0.75
Pecko Firin Atakum,Ridvan Turk,the strawberry cake was great there was fresh dough and we only paid for what we ate drank portioning etc no extra fees were asked it s a wonderful place,dataset/taste/pecko_firin_atakum_ridvan_turk.png,5,taste,unidentified,1.0,0.0,0.0,0.0,0.75
Pecko Firin Atakum,Meltem Bahcaci,when there are so many employees orders are forgotten tables are not looked at the food is really delicious,dataset/indoor_atmosphere/pecko_firin_atakum_meltem_bahcaci.png,2,indoor_atmosphere,unidentified,1.0,0.0,0.0,0.0,0.75
Pecko Firin Atakum,Bulut Ergun,i definitely come here every time i come i like both breakfast and evening meals but prices have increased a lot from last year to this year,dataset/taste/pecko_firin_atakum_bulut_ergun.png,4,taste,unidentified,1.0,0.0,0.0,0.0,0.75
Pecko Firin Atakum,Rumeysa Kurul,the worst service i have seen no one knows what they are doing,dataset/indoor_atmosphere/pecko_firin_atakum_rumeysa_kurul.png,1,indoor_atmosphere,unidentified,1.0,0.0,0.0,1.0,0.5
Pecko Firin Atakum,Saniye Kilic,if you want a delicious and local breakfast on the beach you should definitely try it kuymak is even closed to discussion,dataset/taste/pecko_firin_atakum_saniye_kilic.png,5,taste,unidentified,1.0,0.0,0.0,0.0,0.75
